gene,name_disease,category_cleaned,scr_sum,rusp,scr_babydetectv2,scr_babyscreen,scr_babyseq2,scr_beginngs,scr_chenetal,scr_earlycheck,scr_firststeps,scr_generation,scr_gnstar,scr_guardian,scr_jianetal,scr_leeetal,scr_luoetal,scr_neoexome,scr_neoseq,scr_nests,scr_newbornsinsa,scr_puglia,scr_wangetal,scr_foresite,scr_fulgent,scr_igenomix,scr_mendelics,scr_nurture,scr_perkinelmer,scr_sema,inheritance_babyseq2,penetrance_babyseq2,age_onset_asqm_standard,severity_asqm,likelihood_asqm,efficacy_asqm,acceptability_asqm,knowledge_asqm,yespct_goldetal,prevalence_100k_goldetaldet,orthogonal_test_goldetaldet
ODAD2,Primary ciliary dyskinesia,Pulmonology,3,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,AR,HIGH (A),Birth,1,3,2,2,2,,,missing
LCK,Immunodeficiency 22,Immunology,3,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,Infant,3,0,3,2,1,0,1.72,Y
GNPTAB,I-Cell Disease,Metabolism,3,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,AR,HIGH (A),Birth,2,3,0,0,2,1,.25,Y
IL36RN,Pustular psoriasis 14,Immunology,3,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,missing,0,0,0,0,0,0,unk,N
TF,Atransferrinemia,Hematology,3,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,missing,0,0,0,0,0,0,,Y
GATA2,Immunodeficiency 21,Immunology,3,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,Infant,2,3,3,2,2,1,unk,N
APOC2,Apolipoprotein C-II (apoC-II) deficiency,Cardiovascular,3,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,missing,0,0,0,0,0,0,.55,Y
EDA,"Ectodermal dysplasia, hypohidrotic",Medical Genetics,3,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,XLR,HIGH (A),missing,0,0,0,0,0,,,missing
PEX12,Zellweger syndrome,Metabolism,3,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
MCOLN1,Mucolipidosis IV,Neurology,3,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,AR,HIGH (A),Infant,2,3,0,0,2,,,missing
WNK4,"Pseudohypoaldosteronism,  type  IIB",Endocrinology,3,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,missing,0,0,0,0,0,0,,Y
NIPAL4,"Ichthyosis, congenital, autosomal recessive 6",Immunology,3,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,0,unk,N
CALM3,"Long QT syndrome 16, MIM#618782",Cardiovascular,3,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
IL21R,Immunodeficiency 56,Immunology,3,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,Childhood,2,3,3,2,0,0,unk,Y
TMEM38B,"Osteogenesis imperfecta, type XIV , MIM#615066",Endocrinology,3,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
MYL3,"Cardiomyopathy, familial hypertrophic, 8",Cardiovascular,3,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,AD,MODERATE (A),Variable,2,3,2,3,2,,,missing
CD320,"Methylmalonic aciduria, transient, due to transcobalamin receptor defect",Metabolism,3,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,Neonatal,0,3,3,3,1,,,missing
RSPH9,"Ciliary dyskinesia, primary",Pulmonology,3,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,AR,HIGH (A),Birth,1,3,2,2,1,,,missing
TPM1,"Cardiomyopathy, hypertrophic",Cardiovascular,3,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,AD,MODERATE (A),Variable,2,3,2,3,2,,,missing
SECISBP2,Abnormal thyroid hormone metabolism 1,Endocrinology,3,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,missing,0,0,0,0,0,,,missing
TGFB3,"Loeys-Dietz syndrome 5 , MIM#615582",Cardiovascular,3,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,Adolescent/Adult,2,2,3,3,2,,,missing
LMX1B,Nail patella syndrome,Nephrology,3,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,,,missing
PROS1,Protein S deficiency,Hematology,3,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,AR,HIGH (A),Adolescent/Adult,1,3,2,3,2,,,missing
WDR1,"Periodic fever, immunodeficiency, and thrombocytopenia syndrome",Hematology,3,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,missing,0,0,0,0,0,1,,Y
SLC26A7,"Congenital hypothyroidism, MONDO:0018612, SLC26A7-related",Endocrinology,3,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
ZFPM2,Tetralogy of Fallot,Cardiovascular,3,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
IKBKG,Incontinentia pigmenti 1,Medical Genetics,3,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,XLD,HIGH (A),Infant,2,0,1,2,1,,,missing
HIBCH,"3-
hydroxyisobutryl
-CoA hydrolase deficiency",Metabolism,3,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,missing,0,0,0,0,0,0,.77,Y
ECHS1,Mitochondrial short-chain enoyl-CoA hydratase-1 deficiency,Metabolism,3,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,missing,0,0,0,0,0,1,unk,Y
FGF3,"Deafness, congenital with inner ear agenesis, microtia, and microdontia, MIM# 610706",ENT,3,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,AR,HIGH (A),Neonatal,1,3,3,3,2,,,missing
MYL2,"Cardiomyopathy, familial hypertrophic, 10",Cardiovascular,3,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,AD,MODERATE (A),Variable,2,2,2,3,2,,,missing
MFN2,Charcot-Marie-Tooth disease,Neurology,3,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,,,missing
TRIM28,"Wilms tumour, MONDO:0006058, TRIM28-related",Oncology,3,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
PFKM,Glycogen storage disease 7,Metabolism,3,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,AR,HIGH (A),Childhood,1,2,2,3,1,,,missing
STX16,"Pseudohypoparathyroidism, type IB MIM#603233",Endocrinology,3,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
MT-ND5,"MELAS
(Myopathy, Encephalopathy
, Lactic Acidosis, and Stroke-like episodes)",Metabolism,3,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,missing,0,0,0,0,0,0,.02,Y
LAMB3,"Epidermolysis bullosa, junctional",Dermatology,3,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
PCDH19,Developmental and epileptic encephalopathy 9,Neurology,3,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,missing,0,0,0,0,0,,,missing
OFD1,Oral-facial-digital syndrome,Medical Genetics,3,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,XLD,HIGH (A),Birth,1,3,0,0,2,,,missing
STRC,"Deafness, autosomal recessive",ENT,3,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,AR,HIGH (A),Infant,1,3,3,3,2,,,missing
BAAT,Bile acid amidation defect,Gastroenterology,3,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
BRCA1,"Fanconi anemia, complementation group S",Hematology,3,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,Adolescent/Adult,2,3,2,3,3,1,370,N
PDX1,"Maturity-onset  diabetes  of the young,  type 4",Endocrinology,3,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,Neonatal,2,3,3,3,2,0,,Y
SMARCAL1,Schimke immunoosseous dysplasia,Medical Genetics,3,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
BBS1,Bardet-Biedl syndrome,Medical Genetics,3,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
EYA1,Branchiootorenal syndrome,Ophthalmology,3,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,AD,HIGH (A),Variable,1,3,2,3,2,,,missing
LDLRAP1,Familial hypercholesterolemia 4,Cardiovascular,3,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,Adolescent/Adult,2,3,2,3,2,1,,Y
GPD1L,Brugada syndrome,Cardiovascular,3,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,AD,MODERATE (B),Variable,2,2,2,2,1,,,missing
NPHP1,Nephronophthisis,Nephrology,3,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
CD27,Lymphoproliferative syndrome 2,Immunology,3,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,missing,0,0,0,0,0,1,unk,Y
LAMC2,"Epidermolysis bullosa, junctional",Dermatology,3,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
ADGRV1,"Usher syndrome, type 2C, MIM# 605472",ENT,3,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,AR,HIGH (A),Birth,1,3,2,3,3,,,missing
TGM1,"Ichthyosis, congenital, autosomal recessive",Dermatology,3,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
RS1,"Retinoschisis, X linked",Ophthalmology,3,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,XLD,HIGH (A),missing,0,0,0,0,0,,,missing
TYR,"Albinism, oculocutaneous 1",Ophthalmology,3,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
GALNT3,"Tumoral calcinosis, hyperphosphatemic, familial, 1, MIM# 211900",Endocrinology,3,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
APOA5,Apolipoprotein A-V deficiency,Cardiovascular,3,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,missing,0,0,0,0,0,0,.55,Y
OCA2,"Albinism, oculocutaneous",Ophthalmology,3,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
CD46,Susceptibility to atypical hemolytic uremic syndrome 2,Immunology,3,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,0,.2,N
SALL1,Townes-Brocks syndrome,Medical Genetics,3,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,,,missing
SAR1B,Chylomicron retention disease,Gastroenterology,3,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,missing,0,0,0,0,0,0,,Y
SDHB,Hereditary Paraganglioma-Pheochromocytoma Syndromes,Oncology,3,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,AD,MODERATE (A),Adolescent/Adult,2,3,3,2,3,,,missing
HFE,Hemochromatosis type 1,Hematology,3,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,Adolescent/Adult,1,2,3,3,3,0,458.335,N
TANGO2,"Metabolic encephalomyopathic crises, recurrent, with rhabdomyolysis, cardiac arrhythmias, and neurodegeneration, MIM# 616878",Metabolism,3,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,missing,0,0,0,0,0,,,missing
CACNA1S,Hypokalemic periodic  paralysis  type 1,Neurology,3,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,Variable,2,1,3,3,2,1,1,N
FH,Fumurase deficiency MIM# 606812,Neurology,3,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,AR,HIGH (A),Neonatal,2,3,0,0,2,,,missing
CLPP,"Perrault syndrome 3, MIM# 614129",ENT,3,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,Birth,1,3,3,3,1,,,missing
BCAT2,Hypervalinemia or hyperleucine-isoleucinemia,Metabolism,3,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,missing,0,0,0,0,0,,,missing
SMARCD2,Specific granule deficiency 2,Immunology,3,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,missing,0,0,0,0,0,0,unk,Y
PDZD7,"Deafness, autosomal recessive 57, MIM# 618003;Usher syndrome, type IIC, GPR98/PDZD7 digenic, MIM# 605472",ENT,3,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,Birth,1,0,2,3,0,,,missing
EDARADD,"Ectodermal dysplasia, hypohidrotic",Medical Genetics,3,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,,,missing
DNAAF11,Primary ciliary dyskinesia,Pulmonology,3,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,AR,HIGH (A),Birth,1,3,2,2,2,,,missing
SDHD,Hereditary Paraganglioma-Pheochromocytoma Syndromes,Oncology,3,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,AD,HIGH (A),Adolescent/Adult,1,3,2,2,2,,,missing
RTEL1,Dyskeratosis congenita,Hematology,3,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,missing,0,0,0,0,0,1,,Y
RSPH4A,"Ciliary dyskinesia, primary",Pulmonology,3,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,AR,HIGH (A),Birth,1,3,2,2,2,,,missing
UBR1,Johanson-Blizzard syndrome,Endocrinology,3,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
WDR72,WDR72 associated distal renal tubular acidosis,Nephrology,3,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,missing,0,0,0,0,0,1,Rare; < 0.1,Y
PRX,Charcot-Marie-Tooth disease,Neurology,3,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
LCT,"Lactase Deficiency, Congenital",Gastroenterology,3,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,missing,0,0,0,0,0,,,missing
AR,Androgen insensitivity,Endocrinology,3,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,XLR,HIGH (A),missing,0,0,0,0,0,,,missing
TCOF1,Treacher Collins syndrome 1,Medical Genetics,3,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,AD,HIGH (A),Neonatal,1,3,2,3,2,,,missing
RPS6KA3,Coffin-Lowry syndrome,Medical Genetics,3,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,XLD,HIGH (A),missing,0,0,0,0,0,,,missing
BCL11B,"Severe combined immune deficiency, SCID",Immunology,3,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
UROD,Porphyria cutanea tarda,Hematology,3,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,0,7.5,Y
H19,Beckwith-Wiedemann Syndrome,Medical Genetics,3,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,IMP,HIGH (A),missing,0,0,0,0,0,,,missing
MPZ,Charcot-Marie-Tooth disease,Neurology,3,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,,,missing
LAMA3,"Epidermolysis bullosa, junctional",Dermatology,3,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
MKS1,Meckel syndrome,Medical Genetics,3,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
THBD,Susceptibility to atypical hemolytic uremic syndrome 6,Immunology,3,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,0,.2,N
EDAR,"Ectodermal dysplasia, hypohidrotic",Medical Genetics,3,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
PRKAR1A,"Carney complex, type 1, MIM# 160980",Oncology,3,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,,,missing
RFX6,Mitchell-Riley  syndrome,Endocrinology,3,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,0,"0.87 (per 100,000)
See INS per RXGenes",Y
RASGRP1,Immunodeficiency 64,Immunology,3,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,missing,0,0,0,0,0,0,unk,Y
MYH11,"Aortic aneurysm, familial thoracic 4",Cardiovascular,3,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,AD,MODERATE (A),Adolescent/Adult,3,2,2,3,1,,,missing
TAPBP,"Bare Lymphocyte Syndrome, Type I;;Bls, Type I;;Hla Class I Deficiency",Immunology,3,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,missing,0,0,0,0,0,,,missing
MALT1,Immunodeficiency 12,Immunology,3,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,missing,0,0,0,0,0,0,ultrarare,N
PTEN,Bannayan-Riley-Ruvalcaba syndrome,Oncology,3,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,AD,HIGH (A),Adolescent/Adult,2,3,2,3,2,,,missing
MSH2,Lynch Syndrome/(CMMRD  if biallelic),Oncology,3,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,Childhood,2,3,1,2,1,0,35.2,N
NPHP4,Nephronophthisis,Nephrology,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
CDC14A,"Deafness, autosomal recessive 32, with or without immotile sperm, MIM# 608653",ENT,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
PGAM2,Glycogen storage disease X,Metabolism,2,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,Adolescent/Adult,1,2,2,3,1,,,missing
CAPN3,"Muscular dystrophy, limb-girdle, type 2A",Neurology,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
ALMS1,Alstrom syndrome,Medical Genetics,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,AR,HIGH (A),Birth,2,3,1,3,3,,,missing
MATN3,"Spondyloepimetaphyseal Dysplasia, Matrilin-3 Related;;Semd, Matn3-Related",Orthopedics,2,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
CLRN1,"Usher syndrome, type 3A",ENT,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,AR,HIGH (A),Infant,1,3,2,3,2,,,missing
NPHP3,Nephronophthisis,Nephrology,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
ZMYND10,Primary ciliary dyskinesia 22,Pulmonology,2,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,Birth,1,3,2,2,2,,,missing
FOXI1,FOXI1 associated distal renal tubular acidosis,Nephrology,2,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,missing,0,0,0,0,0,1,0.046-0.16,Y
LDHA,Glycogen Storage Disease Xi; Gsd11,Metabolism,2,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
SIX5,Branchiootorenal syndrome,Ophthalmology,2,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,Variable,1,3,2,3,1,,,missing
PANK2,Neurodegeneration with brain iron accumulation 1,Neurology,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
PEX13,Zellweger syndrome,Metabolism,2,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
CDKL5,"Epileptic encephalopathy, early infantile, 2",Neurology,2,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,XLD,HIGH (A),missing,0,0,0,0,0,,,missing
BLM,Bloom syndrome,Oncology,2,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,AR,HIGH (A),Childhood,2,3,1,1,2,,,missing
IFNGR1,Immunodeficiency 27B,Immunology,2,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,missing,0,0,0,0,0,1,ultrarare,Y
TMEM165,"Congenital disorder of glycosylation, type IIk",Metabolism,2,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,missing,0,0,0,0,0,1,<1,Y
PEX3,Zellweger syndrome,Metabolism,2,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
GRIN2A,Ionotropic glutamate receptor NMDA type subunit 2A dysregulation,Neurology,2,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,0,,N
PDXK,Hereditary motor and sensory neuropathy type VIC with optic atrophy,Neurology,2,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,missing,0,0,0,0,0,,,missing
UNC13A,amyotrophic lateral sclerosis,Neurology,2,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
EVC,Ellis-van Creveld syndrome,Medical Genetics,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
HNF1B,Renal cysts and diabetes syndrome,Endocrinology,2,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,Childhood,1,3,1,2,2,1,,Y
ERCC8,Cockayne syndrome,Medical Genetics,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
LITAF,Charcot-Marie-Tooth disease,Neurology,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,,,missing
RBM8A,Thrombocytopaenia-absent radius syndrome,Hematology,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
LAMB2,Pierson syndrome,Medical Genetics,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
MKKS,Bardet-Biedl syndrome,Medical Genetics,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
DTNBP1,Hermansky-Pudlak syndrome 7,Pulmonology,2,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,Variable,0,3,3,3,0,,,missing
NOTCH3,Cerebral arteriopathy with subcortical infarcts and leukoencephalopathy,Neurology,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,,,missing
WRAP53,Dyskeratosis congenita,Oncology,2,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
TTN,Centronuclear myopathy,Neurology,2,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,AR,HIGH (A),Infant,2,2,2,3,2,,,missing
HGF,"Deafness, autosomal recessive 39, MIM# 608265",ENT,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,Birth,1,3,3,3,1,,,missing
ATP2B2,"{Deafness, autosomal recessive 12, modifier of}",ENT,2,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
ZMPSTE24,Restrictive dermopathy,Medical Genetics,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
HYAL1,Mucopolysaccharidosis type IX,Metabolism,2,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,Variable,0,3,0,0,1,,,missing
GP1BB,"Bernard-Soulier syndrome, type B",Hematology,2,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,Birth,0,3,3,3,2,,,missing
PINK1,"Parkinson disease 6, early onset",Neurology,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
TECRL,"Ventricular tachycardia, catecholaminergic polymorphic, 3",Cardiovascular,2,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
ODAD1,Primary ciliary dyskinesia 20,Pulmonology,2,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,Birth,1,3,2,2,2,,,missing
D2HGDH,D-2-hydroxyglutaric aciduria,Metabolism,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
HSD17B3,"Pseudohermaphroditism, male, with gynecomastia",Endocrinology,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
GJB1,Charcot-Marie-Tooth neuropathy,Neurology,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,XLD,HIGH (A),missing,0,0,0,0,0,,,missing
ZBTB24,Immunodeficiency-centromeric instability-facial anomalies syndrome 2,Immunology,2,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,missing,0,0,0,0,0,0,unk,Y
CFC1,Congenital heart defects,Cardiovascular,2,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,,,missing
EXT1,"Exostoses, multiple, type 1",Orthopedics,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,,,missing
POU4F3,"Deafness, autosomal dominant",ENT,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,AD,HIGH (A),Adolescent/Adult,1,3,3,3,2,,,missing
SUOX,Sulphite oxidase deficiency,Metabolism,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
CDAN1,"Anemia, congenital dyserythropoietic, type I",Hematology,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
BBS12,Bardet-Biedl syndrome,Medical Genetics,2,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
SACS,Spastic ataxia Charlevoix-Saguenay type,Neurology,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
ZNF341,"Hyper-IgE recurrent infection syndrome 3, autosomal recessive",Immunology,2,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
RSPH1,Primary ciliary dyskinesia 24,Dermatology,2,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,Birth,1,3,2,2,2,,,missing
HPRT1,Lesch-Nyhan syndrome 1,Metabolism,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,XLR,HIGH (A),missing,0,0,0,0,0,,,missing
LTBP2,"Glaucoma 3, primary congenital, D",Ophthalmology,2,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,missing,0,0,0,0,0,,,missing
