gene_official,scr_sum,rusp,scr_babydetectv2,scr_babyscreen,scr_babyseq2,scr_beginngs,scr_chenetal,scr_earlycheck,scr_firststeps,scr_generation,scr_gnstar,scr_guardian,scr_jianetal,scr_leeetal,scr_luoetal,scr_neoexome,scr_neoseq,scr_nests,scr_newbornsinsa,scr_puglia,scr_wangetal,scr_foresite,scr_fulgent,scr_igenomix,scr_nurture,scr_perkinelmer,scr_sema,inheritance,penetrance,age_onset_asqm_standard,severity,likelihood,efficacy,acceptability,knowledge,yespct,prevalence_100k,orthogonal_test
NF2,8,,,,1,,,,,,,,,1,1,1,,1,,,,1,1,,,1,,AD,HIGH (A),Adolescent/Adult,1,3,1,3,3,,,
AMT,8,,1,,1,,1,,,,,,,,1,1,,1,,,1,,,1,,,,AR,HIGH (A),,,,,,,1,.36,Y
PAX3,8,,,1,1,,,1,,,,,,,,,,1,1,,,1,1,,,1,,AD,HIGH (A),Birth,1,3,3,3,3,,,
NEUROG3,8,,1,1,,1,,,1,1,,,,,,,,,1,1,,,,,1,,,,,,,,,,,1,"0.87 (per 100,000)
See INS per RXGenes",Y
RYR2,8,,1,1,1,,,,,,,,,,,1,,,1,1,,1,,,1,,,AD,HIGH (A),Variable,3,2,2,2,2,,,
SI,8,,1,1,,1,,,1,1,,,,,,1,,,1,1,,,,,,,,,,,,,,,,1,110,Y
CA2,8,,,1,1,,,,,1,,,,,1,1,,1,1,,,,,,1,,,AR,HIGH (A),,,,,,,1,0.4 (See CLCN7 per RxGenes),Y
ANK1,8,,,,1,,,,,,,,,,1,1,,1,,,,1,1,,,1,1,AD,HIGH (A),Birth,1,1,3,3,2,,,
EIF2AK3,8,,,1,1,1,,,1,1,,,,,,1,,,1,1,,,,,,,,AR,HIGH (A),,,,,,,0,"0.87 (per 100,000)
See INS per RXGenes",Y
GHR,8,,,1,,,,,,1,,,,,1,1,,,1,1,,1,,,1,,,,,,,,,,,1,,Y
MRAP,8,,1,1,,1,,,1,1,,,,,,,,,1,1,,,,,1,,,,,,,,,,,1,,Y
IRAK4,8,,1,1,,1,,,1,1,,,,,,,,,1,1,,,,,1,,,,,,,,,,,0,unk,Y
MYSM1,8,,1,1,,1,,,1,,,,1,,,,,,1,1,,,,,1,,,,,,,,,,,1,,Y
RYR1,8,,,1,1,1,,,1,,,,,,,,,,1,1,,1,,,,1,,AR,HIGH (A),Variable,2,1,3,3,3,,,
FANCD2,8,,1,1,1,1,,,1,,,,,,,,,,1,1,,,,,1,,,AR,HIGH (A),Childhood,2,3,2,2,2,1,.76,Y
FGA,8,,,1,1,,,,1,1,,,,,1,1,,,1,,,,,,1,,,AR,HIGH (A),,,,,,,1,.1,Y
SCN2A,8,,,,,1,,,1,1,,,,,,,,,,1,,1,1,,,1,1,,,Neonatal,2,3,1,3,1,0,,N
GFPT1,8,,1,,1,1,,,1,1,,,,,,1,,,,1,,,,,1,,,AR,HIGH (A),,,,,,,1,.92,Y
SRP54,8,,1,1,,1,,,1,1,,,,,,,,,1,1,,,,,1,,,,,,,,,,,1,1.3,Y
TGFBR1,8,,,1,1,,,,,,,,1,,,,,,1,,,1,1,,1,1,,AD,HIGH (A),Variable,2,3,1,2,3,,,
ABCC6,8,,,1,1,1,,,1,1,,,,,,,,,1,1,,,,,1,,,AR,HIGH (A),,,,,,,1,,Y
COL2A1,7,,,1,1,,,1,,,,,,1,1,,,1,1,,,,,,,,,AD,HIGH (A),Neonatal,1,3,3,3,3,,,
STAT3,7,,,1,1,,,,,,,,1,,1,1,,,1,1,,,,,,,,AD,HIGH (A),Infant,2,3,2,2,3,1,2,N
UBE2T,7,,1,1,,1,,,1,,,,,,,,,,1,1,,,,,1,,,,,Childhood,2,3,2,2,0,1,.76,Y
PTCH1,7,,,1,1,,,,,,,,,,,,,,1,,,1,1,,1,1,,AD,HIGH (A),Infant,2,1,1,3,1,1,3.2,N
HSD17B10,7,Secondary,,,1,,,,,,,,1,1,1,1,,1,,,,,,1,,,,XLD,HIGH (A),Neonatal,0,0,0,0,1,,,
PRRT2,7,,,,,1,,,1,,,,,,,1,,,,,,1,1,,,1,1,,,Childhood,1,3,2,3,2,0,.667,N
AP3B1,7,,,1,1,,,,,1,,,,,1,,,1,1,,,,,,1,,,AR,HIGH (A),Infant,0,3,3,3,1,1,,Y
SLX4,7,,1,1,,1,,,1,,,,,,,,,,1,1,,,,,1,,,,,Childhood,2,3,2,2,0,1,.76,Y
DSP,7,,,,1,1,,,1,,,,,,,1,,,,1,,1,,,,1,,AD,HIGH (A),Variable,2,2,2,3,3,,,
PRDX1,7,,,1,,1,,,,,,1,1,,,,,,1,,,,,1,1,,,,,,,,,,,,,
ABCB4,7,,1,,1,,1,,,,,,,,1,1,,1,,,1,,,,,,,AR,HIGH (A),,,,,,,,,
HPS1,7,,,,1,,,1,,,,,,,1,,,1,,,,1,1,,,1,,AR,HIGH (A),Childhood,1,3,3,3,3,,,
NADK2,7,Secondary,1,,,,1,,,,,,1,,,1,,1,,1,1,,,,,,,,,Neonatal,3,3,0,0,1,,,
SOX10,7,,,,1,,,1,,,,,,,,1,,1,,,,1,1,,,1,,AD,HIGH (A),Birth,1,3,3,3,3,,,
IGLL1,7,,,1,,1,,,1,1,,,1,,,,,,1,1,,,,,,,,,,,,,,,,1,.75,Y
VPS45,7,,1,1,,1,,,1,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,1,,Y
FLAD1,7,,1,1,,1,,,1,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,1,.4,Y
SMAD3,7,,,1,1,,,,,,,,,,,,,,1,,,1,1,,1,1,,AD,HIGH (A),Adolescent/Adult,2,3,2,3,2,,,
CHD7,7,,,,1,,1,,,,,,1,1,,1,,1,,,1,,,,,,,AD,HIGH (A),,,,,,,0,1.72,Y
BSND,7,,,1,1,,,,,,,,,,,1,,1,1,1,,,,,1,,,AR,HIGH (A),Birth,1,3,3,3,1,1,Rare; < 0.1,Y
GSS,7,,,,1,,,,,,,,,,,,,,,1,,1,1,1,,1,1,AR,HIGH (A),Variable,2,2,2,3,1,,,
NR5A1,7,,,1,,1,,,1,,,,,,,1,,,1,1,,,,,1,,,,,,,,,,,1,,Y
FGFR1,7,,,,1,,1,,,,,,,1,1,1,,1,,,1,,,,,,,AD,HIGH (A),,,,,,,,,
F2,7,,1,,1,1,,,1,1,,,,,1,,,,,1,,,,,,,,AR,HIGH (A),Birth,2,2,3,3,2,,,
SCN4A,7,,,,1,1,,,1,1,,,,1,,1,,,,1,,,,,,,,AD,HIGH (A),Infant,1,3,3,3,2,1,.92,Y
IGHM,7,,,1,,1,,,1,1,,,1,,,,,,1,1,,,,,,,,,,,,,,,,1,.75,Y
NR3C2,7,,1,1,,1,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,0,,Y
APOB,7,,,,1,,,,,1,,1,,,,1,,,1,1,,,,,1,,,AR,HIGH (A),Variable,2,3,3,3,2,1,416.5,Y
CHRNB1,7,,1,,,1,,,1,1,,,,,,1,,,1,1,,,,,,,,,,,,,,,,1,.92,Y
XPA,7,,,1,1,,,,,1,,,,,,,,,1,,,1,1,,,1,,AR,HIGH (A),,,,,,,,,
SPTB,7,,,,1,,,,,,,,,,1,1,,1,,,,1,1,,,1,,AD,HIGH (A),,,,,,,,,
VAMP1,7,,1,1,,1,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,0,"Gene is misclassified
and should be in the neurology section",
HK1,7,,,1,,1,,,1,1,,,,,,1,,,1,1,,,,,,,,,,,,,,,,1,"2.4 ( (per 100,000)
See GLUD1 per RXGenes",Y
HPS4,7,,,,1,,,1,,,,,,,1,,,1,,,,1,1,,,1,,AR,HIGH (A),Childhood,1,3,3,3,3,,,
PCDH15,7,,,1,1,,,1,,,,,,,1,,,1,1,,1,,,,,,,AR,HIGH (A),Birth,2,3,2,3,3,,,
GHRHR,7,,,1,,,,,,1,1,,,,,,1,,1,1,,,,,1,,,,,,,,,,,1,,Y
CTPS1,7,,1,1,,1,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,0,ultrarare,Y
CSF3R,7,,1,1,,1,,,1,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,1,unk,Y
SLC5A7,7,,1,1,,1,,,1,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,.92,Y
FERMT3,7,,,1,,1,,,1,1,,,,,,,,,1,1,,,,,1,,,,,,,,,,,1,1,Y
IL2RB,7,,1,1,,1,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,unk,Y
SLC6A8,7,,1,,1,,,,1,,,,,,,1,,,,1,,,,1,1,,,XLR,HIGH (A),Infant,1,3,0,0,2,1,unk,Y
ALG14,7,,1,,,1,,,1,1,,,,,,1,,,,1,,,,,1,,,,,,,,,,,1,.92,Y
CDKN1C,7,,,1,1,1,,,1,1,,,,,,,,,1,1,,,,,,,,AD,HIGH (A),,,,,,,0,unk,Y
SMAD4,7,,,,1,,,,,,,,,1,1,,,1,,,,1,1,,,1,,AD,HIGH (A),Infant,2,3,2,2,3,0,3.625,N
LRP5,7,,1,1,1,,,,,1,,,,1,,1,,,1,,,,,,,,,AR,HIGH (A),,,,,,,,,
SLC39A8,7,,1,1,,1,,,1,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,1,<1,Y
IL10RB,7,,1,,,1,,,1,1,,,,,,1,,,1,1,,,,,,,,,,,,,,,,0,,Y
HESX1,7,,,1,,1,,,1,1,,,,,,,,,1,1,,,,,1,,,,,,,,,,,1,2.31,Y
COQ2,7,,,,,1,,,1,1,,,,,,,,1,1,1,,,,,1,,,,,,,,,,,1,<1,Y
ERCC4,7,,1,,,1,,,1,1,,,,,,,,,1,1,,,,,1,,,,,Childhood,2,3,2,2,0,1,.76,Y
GH1,7,,,1,,,,,,1,1,,,,,,1,,1,1,,,,,1,,,,,Infant,1,3,2,3,3,1,,Y
GJB6,7,,,,,,,,,,,,,,1,,,1,,1,,1,1,1,,1,,,,Infant,1,3,3,3,2,,,
VHL,7,,,1,1,,,,,,,,,1,,,,,1,,,1,1,,,1,,AD,HIGH (A),Adolescent/Adult,2,3,1,3,3,,,
C3,7,,,,,1,,,1,1,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,0,.2,Y
CA5A,7,,1,1,,1,,,1,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,1,unk,Y
TTC7A,7,,,,1,1,,,1,1,,,1,,,,,,,1,,,,,1,,,AR,HIGH (A),,,,,,,1,1.72,Y
BRIP1,7,,1,1,,1,,,1,,,,,,,,,,1,1,,,,,1,,,,,Childhood,2,3,2,2,1,1,.76,Y
COQ6,7,,,,,1,,,1,1,,,,,,,,1,1,1,,,,,1,,,,,Birth,2,3,2,3,1,1,<1,Y
GLRA1,7,,1,1,1,1,,,1,,,,,,,,,,1,1,,,,,,,,AD,HIGH (A),,,,,,,0,,N
GATA1,7,,1,,1,1,,,1,,,,,,,1,,,,1,,,,,1,,,XLR,HIGH (A),Infant,1,3,2,3,1,1,.75,Y
CYBC1,7,,,1,,,,,1,1,,,,,,,,,1,1,,,,1,1,,,,,,,,,,,1,.675,Y
XPC,7,,,1,1,,,,,1,,,,,,,,,1,,,1,1,,,1,,AR,HIGH (A),,,,,,,,,
PCSK9,7,,,1,1,,,,,,,1,,,,1,,,1,,,1,,,1,,,AD,MODERATE (A),Variable,2,3,3,3,2,1,416.5,Y
NKX2-1,6,,1,1,1,,,,,,,1,,1,,,,,1,,,,,,,,,AD,HIGH (A),Birth,1,3,3,3,2,,,
CACNA1D,6,,1,,,1,,,1,,,,,,,1,,,,1,,,,,1,,,,,Birth,1,3,3,3,1,1,,Y
TPK1,6,,1,1,,,,,,1,,,,,,,,,1,1,,,,,1,,,,,,,,,,,1,unk,Y
PJVK,6,,,1,1,,,1,,,,,,,1,,,1,1,,,,,,,,,AR,HIGH (A),Childhood,1,3,3,3,1,,,
GOT2,6,,1,1,,1,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,0,unk,Y
CFH,6,,,,,1,,,1,1,,,,,,1,,1,1,,,,,,,,,,,,,,,,,0,.2,N
SNX10,6,,,1,,,,,,1,,,,1,,1,,,1,,,,,,1,,,,,,,,,,,1,0.4 (See CLCN7 per RxGenes),Y
ALDH4A1,6,,,1,,,,,,,,1,,1,,1,,,1,,,,,1,,,,,,Infant,1,3,1,2,1,0,unk,Y
SERPINA1,6,,1,,,1,,,1,,,,,1,1,1,,,,,,,,,,,,,,Adolescent/Adult,2,3,1,3,3,1,20,Y
SP110,6,,,1,1,,,,,1,,,1,,,,,,1,,,,,,1,,,AR,HIGH (A),,,,,,,1,1.72,Y
LHX4,6,,,1,,1,,,1,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,1,2.31,Y
CORO1A,6,,1,1,,,,,,1,,,1,,,,,,1,,,,,,1,,,,,Infant,2,3,3,2,1,1,1.72,Y
UROS,6,,,1,1,,,,,1,,,,,1,,,1,1,,,,,,,,,AR,HIGH (A),,,,,,,,,
CFI,6,,,,,1,,,1,1,,,,,,1,,1,1,,,,,,,,,,,,,,,,,0,.2,N
PLG,6,,,1,1,,,,1,,,,,,1,,,1,1,,,,,,,,,AR,HIGH (A),,,,,,,0,.16,Y
ATM,6,,,,1,,,,,,,,1,1,1,1,,1,,,,,,,,,,AR,HIGH (A),Neonatal,2,3,1,3,2,1,,Y
GPR143,6,,,,1,,,,,,,,,,,1,,1,,,,1,1,,,1,,XLR,HIGH (A),,,,,,,,,
ERCC2,6,,,,1,,,,,1,,,,,1,,,,,,,1,1,,,1,,AR,HIGH (A),,,,,,,,,
AAAS,6,,,1,1,,,,,1,,,,,,,,,1,,,,,1,1,,,AR,HIGH (A),,,,,,,1,,N
LRP4,6,,1,,1,1,,,1,,,,,,,1,,,,1,,,,,,,,AR,HIGH (A),,,,,,,1,.92,Y
LHFPL5,6,,,1,1,,,1,,,,,,,1,,,1,1,,,,,,,,,AR,HIGH (A),Infant,1,3,3,3,1,,,
PREPL,6,,1,,,1,,,1,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,.92,Y
WIPF1,6,,1,1,,,,,,,,,1,,,,,,1,1,,,,,1,,,,,,,,,,,1,ultrarare,N
GJB3,6,,,,,,,,,,1,,,,,1,1,1,,1,1,,,,,,,,,,,,,,,,,
COQ8A,6,,,1,,1,,,1,,,,,,,,,,1,1,,,,,1,,,,,Childhood,1,3,1,3,1,1,<1,Y
C5,6,,,1,,1,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,0,unk,Y
C9,6,,,1,,1,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,0,unk,Y
PNP,6,,,1,,,,,,1,,1,1,,,,,,1,,,,,,1,,,,,Childhood,3,3,1,2,2,1,1.72,Y
TMC1,6,,,1,1,,,1,,,,,,,,,,1,1,,1,,,,,,,AR,HIGH (A),Birth,1,3,3,3,2,,,
PDHB,6,,,1,,,,,1,,,,,1,,,,,1,1,,,,,1,,,,,,,,,,,1,.08,Y
GNAS,6,,1,1,1,,,,,,,,,1,,1,,,1,,,,,,,,,IMP,HIGH (A),,,,,,,1,.7,Y
FOXE1,6,,1,1,,,,,,1,,1,,,,1,,,1,,,,,,,,,,,Birth,2,3,2,3,1,0,,Y
CLDN14,6,,,1,1,,,1,,,,,,,1,,,1,1,,,,,,,,,AR,HIGH (A),Birth,1,3,3,3,2,,,
C8B,6,,,1,,1,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,0,unk,Y
SLC18A2,6,,1,1,,1,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,0,,Y
THRB,6,,1,,1,,,,,1,1,,,,,1,1,,,,,,,,,,,AD,HIGH (A),Neonatal,1,0,3,3,1,,,
MECP2,6,,,,1,,,,,,,,,1,1,1,,1,,,,,,,1,,,XLD,HIGH (A),,,,,,,,,
CXCR4,6,,1,1,,1,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,.023,Y
MYBPC3,6,,1,,1,,,,,,,,,,1,1,,1,,,,1,,,,,,AD,MODERATE (A),Variable,2,3,2,3,3,,,
TP53,6,,,1,1,,,,,,,,,,,,,,1,1,,1,,,1,,,AD,HIGH (A),Adolescent/Adult,2,3,2,2,2,1,18.3-28.1,N
MITF,6,,,1,1,,,1,,,,,,,,1,,1,1,,,,,,,,,AD,HIGH (A),Birth,1,3,3,3,3,,,
DMP1,6,,,1,1,,,,,1,,,,,1,1,,,1,,,,,,,,,AR,HIGH (A),,,,,,,,,
SLC45A2,6,,,,1,,,,,,,,,,,1,,1,,,,1,1,,,1,,AR,HIGH (A),,,,,,,,,
PC,6,,,1,1,,,,,,,1,,,1,1,,,1,,,,,,,,,AR,HIGH (A),,,,,,,,,
COL11A1,6,,,1,1,,,1,,,,,,1,,,,1,1,,,,,,,,,AD,HIGH (A),Neonatal,2,3,3,3,2,,,
PTPN11,6,,,,1,,,,,,,,,1,1,1,,1,,,,,1,,,,,AD,HIGH (A),Birth,2,3,2,2,3,,,
C6,6,,,1,,1,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,0,unk,Y
MYO6,6,,,1,1,,,,,,,,1,,1,,,1,1,,,,,,,,,AR,HIGH (A),Childhood,1,3,3,3,2,,,
MYO9A,6,,1,,,1,,,1,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,.92,Y
DOCK2,6,,1,1,,,,,,1,,,1,,,,,,1,,,,,,1,,,,,,,,,,,1,1.72,Y
PYGM,6,,,,,1,1,,1,,,,,,1,1,,,,,1,,,,,,,,,Childhood,1,3,2,3,3,,,
MT-RNR1,6,,,1,,,,,,,1,,,,,1,1,,1,,1,,,,,,,,,,,,,,,,,
TNNT2,6,,,,1,,,,,,,,,,1,1,,1,1,,,1,,,,,,AD,MODERATE (A),Variable,2,3,2,3,3,,,
HGSNAT,6,,1,,1,,,,,,,,,,1,1,,,,,,,,1,1,,,AR,HIGH (A),Childhood,2,3,0,0,2,1,.07,Y
COQ8B,6,,,,,1,,,1,1,,,,,,,,1,,1,,,,,1,,,,,,,,,,,1,1,Y
SLC12A3,6,,,,1,,1,,,,,,,,,1,,,1,,1,,,,1,,,AR,HIGH (A),,,,,,,1,13.75,Y
OPA3,6,Secondary,,,1,,,,,,,,,1,1,1,,,,1,,,,1,,,,AR,HIGH (A),Variable,1,3,0,0,2,,,
HNF1A,6,,,,,1,,,1,,,,,,,1,,,,1,,1,,,1,,,,,Variable,1,3,2,3,3,1,"2.4 ( (per 100,000)
See GLUD1 per RXGenes",Y
C7,6,,,1,,1,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,0,unk,Y
SLC16A1,5,,,,,1,,,1,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,1,"2.4 ( (per 100,000)
See GLUD1 per RXGenes",Y
KRAS,5,,,,1,,,,,,,,,1,1,1,,1,,,,,,,,,,AD,HIGH (A),,,,,,,,,
PDSS2,5,,,,,1,,,1,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,1,<1,Y
CD247,5,Core,1,1,,,,,,1,,,1,,,,,,1,,,,,,,,,,,Infant,2,0,3,2,1,1,1.72,Y
NPHS1,5,,1,,1,,,,,,,,,,1,1,,1,,,,,,,,,,AR,HIGH (A),,,,,,,,,
AIRE,5,,,1,1,,,,,1,,,,,,,,,1,1,,,,,,,,AR,HIGH (A),,,,,,,1,.805,N
IKBKB,5,,,1,,,,,,1,,,1,,,,,,1,,,,,,1,,,,,,,,,,,1,ultrarare,Y
CFB,5,,,,,1,,,1,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,0,.2,N
EDN3,5,,,1,,,,,,,,,,,1,1,,1,1,,,,,,,,,,,Birth,2,3,3,2,2,,,
TRPM6,5,,,1,,,,,,1,,,,,,1,,,1,,,,,,1,,,,,,,,,,,0,unk,Y
CARD11,5,,,1,,,,,,,,,1,,,1,,,1,,,,,,1,,,,,Infant,3,3,3,2,1,1,unk,Y
SLC25A19,5,,1,1,,,,,,,,,,,,,,,1,1,,,,,1,,,,,Childhood,1,3,1,3,1,1,<0.1,N
SLC25A1,5,,1,,,1,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,.92,Y
DNAJC12,5,,1,1,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,
ABCG8,5,,,,,,1,,,,1,,,,,1,1,,,,1,,,,,,,,,,,,,,,0,2,Y
RPL18,5,,1,,,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,.75,Y
SLC5A6,5,,,1,,,,,1,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,1,,N
RPS29,5,,1,,,1,,,1,,,,,,,,,,,1,,,,,1,,,,,Infant,1,3,2,3,1,1,.75,Y
LOXHD1,5,,,1,1,,,1,,,,,,,,,,1,1,,,,,,,,,AR,HIGH (A),Childhood,1,3,3,3,1,,,
FANCF,5,,1,,,1,,,1,,,,,,,,,,,1,,,,,1,,,,,Childhood,2,3,2,2,2,1,.76,Y
DNMT3B,5,,,1,1,,,,,1,,,1,,,,,,1,,,,,,,,,AR,HIGH (A),Childhood,2,3,3,2,2,1,unk,Y
P3H1,5,,,1,,,,,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,
ALDH5A1,5,,,,1,,1,,,,,,,,1,,,,,,1,,,,1,,,AR,HIGH (A),,,,,,,1,.1,Y
CEP290,5,,,,1,,,,,,,,,1,1,1,,1,,,,,,,,,,AR,HIGH (A),,,,,,,,,
COL9A1,5,,,1,,,,,,,,,,1,,1,,1,1,,,,,,,,,,,Childhood,1,3,3,3,1,,,
RPS28,5,,1,,,1,,,1,,,,,,,,,,,1,,,,,1,,,,,Infant,1,3,2,3,0,1,.75,Y
GATA6,5,,,,,1,,,1,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,1,"0.87 (per 100,000)
See INS per RXGenes",Y
SGPL1,5,,,,,1,,,1,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,Rare < 0.1,Y
TSR2,5,,1,,,1,,,1,,,,,,,,,,,1,,,,,1,,,,,Infant,1,3,2,3,0,1,.75,Y
MTHFD1,5,,,1,,,,,,1,,,1,,,,,,1,,,,,,1,,,,,,,,,,,0,1.72,Y
ZIC3,5,,,,1,,,,,,,,,,1,,,,,,,1,1,,,1,,XLR,HIGH (A),,,,,,,,,
ESPN,5,,,1,,,,1,,,,,,,1,,,1,1,,,,,,,,,,,Infant,1,3,3,3,1,,,
SLC3A1,5,,,,1,,,,1,,,,,,1,,,1,,,,,,1,,,,AR,HIGH (A),Childhood,1,3,1,3,2,,,
OTOGL,5,,,1,1,,,1,,,,,,,,,,1,1,,,,,,,,,AR,HIGH (A),Birth,1,3,3,3,1,,,
FGF23,5,,,1,,,,,,1,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,
BMPR2,5,,,,1,,,,,,,,,1,1,1,,1,,,,,,,,,,AD,MODERATE (A),Variable,2,2,1,2,3,,,
FOXA2,5,,,1,,1,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,"2.4 ( (per 100,000)
See GLUD1 per RXGenes",Y
DLAT,5,,,1,,,,,,,,,,1,,,,,1,1,,,,,1,,,,,,,,,,,1,.02,Y
BSCL2,5,,,1,1,,,,,1,,,,,,,,,1,,,,,,1,,,AR,HIGH (A),,,,,,,0,.023,Y
MAD2L2,5,,1,,,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,.76,Y
GFI1,5,,1,1,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,1,unk,Y
DNAJC21,5,,1,1,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,1.3,N
STK4,5,,,1,,,,,,1,,,1,,,,,,1,,,,,,1,,,,,,,,,,,1,unk,Y
RPL26,5,,1,,,1,,,1,,,,,,,,,,,1,,,,,1,,,,,Infant,1,3,2,3,0,1,.75,Y
CD40,5,,,1,,,,,,1,,,1,,,,,,1,,,,,,1,,,,,,,,,,,1,unk,Y
ILDR1,5,,,1,1,,,1,,,,,,,,,,1,1,,,,,,,,,AR,HIGH (A),Birth,1,3,3,3,2,,,
PRODH,5,,,,,,1,,,,,,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,
ALAS2,5,,,,1,,,,,1,,,,,,1,,1,,,,,,,1,,,XLR,HIGH (A),,,,,,,1,,Y
GIPC3,5,,,1,1,,,1,,,,,,,,,,1,1,,,,,,,,,AR,HIGH (A),Infant,1,3,3,3,2,,,
COCH,5,,,1,1,,,,,,,,1,,,,,1,1,,,,,,,,,AD,HIGH (A),Adolescent/Adult,1,3,3,3,2,,,
KCNT1,5,,,,,1,,,1,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,0,,N
CACNA1C,5,,1,,1,1,,,1,,,,,,,,,,,1,,,,,,,,AD,MODERATE (B),Infant,2,3,2,2,2,,,
FANCE,5,,1,,,1,,,1,,,,,,,,,,,1,,,,,1,,,,,Childhood,2,3,2,2,2,1,.76,Y
CYP2R1,5,,,1,,,,,,1,,,,,,,,,1,1,,,,,1,,,,,,,,,,,1,,Y
GALM,5,,1,1,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,1,.43,Y
RPL35,5,,1,,,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,.75,Y
CRTAP,5,,,1,1,,,,,,,,,,1,,,1,1,,,,,,,,,AR,HIGH (A),,,,,,,,,
EPB42,5,,,,,,,,,,,,,,,,,1,,,,1,1,,,1,1,,,Neonatal,1,1,3,3,2,,,
HSD11B2,5,,,1,,,,1,,1,,,,,,,,,1,,,,,,1,,,,,Childhood,2,3,3,3,2,1,,
SLC7A9,5,,,,1,,,,1,,,,,,1,,,1,,,,,,1,,,,AR,HIGH (A),Childhood,1,3,1,3,2,,,
ACSF3,5,,1,,1,,,,,,,,,1,,1,,,,,,,,1,,,,AR,HIGH (A),Variable,1,3,1,3,1,,,
LRBA,5,,,1,,,,,,,,,,,,,,1,1,1,,,,,1,,,,,,,,,,,1,.4,Y
PHKA1,5,,,,,,1,,,,,,,,1,1,,,,1,1,,,,,,,,,Variable,1,3,1,3,1,1,<1,Y
GBE1,5,,,,1,,1,,,,,,,,1,1,,,,,1,,,,,,,AR,HIGH (A),Neonatal,3,3,0,0,2,,,
SNAP25,5,,1,,,1,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,.92,Y
FECH,5,,,,,,,,,1,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,1,.35,Y
PSAP,5,,,,1,,,,,,,,,1,1,1,,1,,,,,,,,,,AR,HIGH (A),,,,,,,,,
ERCC5,5,,,,1,,,,,1,,,,,,,,,,,,1,1,,,1,,AR,HIGH (A),,,,,,,,,
COL11A2,5,,,1,1,,,,,,,,,1,,,,1,1,,,,,,,,,AD,HIGH (A),Childhood,1,3,3,3,2,,,
RAC2,5,,1,1,,,,,,1,,,1,,,,,,1,,,,,,,,,,,Neonatal,1,2,2,3,1,,,
RPS15A,5,,1,,,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,.75,Y
RAF1,5,,,,1,,,,,,,,,1,1,1,,1,,,,,,,,,,AD,HIGH (A),,,,,,,,,
ICOS,5,,,1,,,,,,,,,1,,1,,,1,1,,,,,,,,,,,,,,,,,1,.4,Y
ITGB3,5,,,1,,,,,,1,,,,,1,1,,,1,,,,,,,,,,,Birth,1,3,3,3,2,,,
MAGT1,5,,,1,,,,,,1,,,,,,,,,1,1,,,,,1,,,,,Variable,2,0,0,0,0,1,unk,Y
PDHX,5,,,1,1,,,,,,,,,,,,,,1,1,,,,,1,,,AR,HIGH (A),,,,,,,1,.14,Y
